source_path,git_blob,owner,disposition,replacement_phase,removal_gate
eblocker-ui/src/img/openVpn/Screenshot_Android_OpenVPN_ready-to-connect.png,d182e33f4168b69b37bac5ea49c6473560170eb8,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/openVpn/Screenshot_Windows_OpenVPN_copy-config.png,0675abfc2a5a72bacc36dd973e80b911c7f3e5d8,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/openVpn/Screenshot_Windows_OpenVPN_taskbar-icon-select.png,99adbeef8964e3c5899e19cb96434f9ce7829a55,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/openVpn/Screenshot_iOS_OpenVPN_ready-to-connect.png,127803fe7e30967db7b34ab58d0f8ad736d93063,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/openVpn/Screenshot_macOS_OpenVPN_ready-to-connect.png,9d0b5186f70a92d1a587a6449e9bc5e7aa766262,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/plug.gif,d4c670b98d3d5743635d01ccf985d307c522d03b,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/screenshots/httpsWizard/de/Win_05_Durchsuchen.png,f5be12a02f2a70ab5cf16f2d1f3e20f289525b21,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/screenshots/httpsWizard/de/Win_06_Speicher_waehlen.png,76e1a47abb653e95eba0393febc3a34bcb4a175f,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/screenshots/httpsWizard/de/firefox-CA.png,7fc17278a86ea559fff9ae6157ff3e34fbeee481,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/screenshots/httpsWizard/de/macOS_03_Mac_Speicher_waehlen.png,33ca7e92aed5ddbe7f52441df84910252daed323,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/screenshots/httpsWizard/de/macOS_04_Objekte_importieren.png,af905f5c884d1afffcd732814cc8563b4d76394f,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/screenshots/httpsWizard/en/Win_05_Browse_cert_store.png,6db6dd25e78f7a422232476cbd44b151c43804c7,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/screenshots/httpsWizard/en/Win_06_Select_cert_store.png,0cf08315aa40ebac761b64e86313421047d95d9c,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/screenshots/httpsWizard/en/firefox-01-EN.png,7e188402ba50919c02863a01d602df1ce62d3441,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/screenshots/httpsWizard/en/macOS_03_Mac_Select_store.png,a770fff294a6fba72ae9d33ffc0cb0dcfef31193,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/screenshots/httpsWizard/en/macOS_04_Import_items.png,81790f45ba400a1d9f8b3733044b5f8280702b50,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/unplug.gif,bf08b3bc3a649e0b7c06c96f3624e89d71161576,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/index.html,5ebadbcb33ad1ce9e48c8332d1dd016ebaa5f791,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/locale/lang-advice-de.json,39520a9f1c8039463c9759ecff12d611dcc5fe39,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/locale/lang-advice-en.json,cc9e98f142daf0cc1b23210c3041b34288ee5986,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/locale/lang-controlbar-de.json,c1631230123c0b5bbbc248865b9c06816049850b,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/locale/lang-controlbar-en.json,7e3331b89e7f84bdcae557e9b050674c83e2e8ba,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/locale/lang-dashboard-de.json,d626263e8714f3828bcc5fe112d919bdbc029459,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/locale/lang-dashboard-en.json,2454ce95c5603012261b2a2741ecd9690f117e57,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/locale/lang-sample-de.json,5f3ab3b517af472b3d8db714f516a35027d6123c,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/locale/lang-sample-en.json,241e195574a76f246c28ae68e318e143c2d46e72,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/locale/lang-settings-de.json,665286694808747a22ab894cafeec070fd03dece,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/locale/lang-settings-en.json,6f7908e59a6c943ae2d6d6ab967055a047c14773,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/locale/lang-setup-de.json,79159db5f74a7f851af528efa49710f08ba689f2,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/locale/lang-setup-en.json,fa18b533de26e6809f016a8dc9eb914c05b15a18,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/locale/lang-shared-de.json,2787aabeaf1ff02223b586a0c4f60845da8c6388,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/locale/lang-shared-en.json,63e6aa9a75570cf98b92e60bc9d3c3fc1c08176b,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/sample/app/_bootstrap/_configs/idleConfig.js,0da2dc913b46b372a2539a218a88846a67ab233a,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/sample/app/_bootstrap/_configs/locationConfig.js,91d3910d5f2f0854a70585ca5b4d854e49abb3b1,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/sample/app/_bootstrap/_configs/routeConfig.js,1e6e8b15661d3e2f7ed3e51dea4622cc3f382d5c,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/sample/app/_bootstrap/_configs/translationConfig.js,49823b2b742f2acd3b7ea532dc2bd0cf3d50d326,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/sample/app/app.constants.js,3e68df7f2d47000c38bb556df7c95370e02a875e,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/sample/app/app.controller.js,f7af7374d2f03aabb75f2fa3a9111a1ea0398f9c,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/sample/app/app.html,8ba63f6e0855961c398d4d2f9ca44343bee623c2,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/sample/app/app.module.js,437e8dbedee9c55b23a345cbf454510a9ca56e43,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/sample/app/app.router.js,ec5305c92fa210f06447565e151f890052862872,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/sample/app/app.theme.js,9d4538844e2991a4879a2511f9288f3a7edc7cee,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/sample/app/common/expired.controller.js,28f940592c2e3443b3c53e26eda4ccb74e78a690,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/sample/app/common/expired.html,49b7edbacaeeba32569c81732abbfc11b29cae4e,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/sample/app/common/idle.dialog.controller.js,9afb6592e0be03ed0f2e12a41f40e31f48c38678,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/sample/app/common/idle.dialog.html,6e74acdcaa89f98e164bc81026cd580ffc319178,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/sample/app/main.controller.js,28f996016ce38dac508c9714b91b20ed6e5acbed,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/sample/app/main.html,337519782900d9f321cf574c52d2827d8a2cd892,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/sample/app/redirect/redirect.controller.js,4a4be67c8004a0bcb988da21d34f0b9ef70ec42a,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/sample/app/redirect/redirectNoTarget.html,7667561db31842acaf9956051879bb70177b76e9,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/sample/app/redirect/redirectTarget.html,a258f3e7a2eea1437716d268f90c0516e9e61ef8,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/sample/app/service/logger/logger.module.js,e161220e97ea01566eeaa6a176a704da7dd7af05,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/sample/app/service/logger/logger.service.js,e7a4e7c732ac9028791f55782682055b625db164,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/sample/app/service/redirect.service.js,f94141375a2b5f283df433371aaf7bfd7c0f3eb1,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/sample/app/service/security/security.module.js,5058b2e1063fcc8c80f4013f8977e8d3f8892050,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/sample/app/service/security/security.service.js,46a5b415d083d9f7442c6b0921ee5990c7969265,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/sample/app/service/settings/settings.module.js,f22ee2a4d5e3e42dd892463bfd5148c2f5baeaa0,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/sample/app/service/settings/settings.service.js,e35e7dd531e9975a4bd3b217b1ac4505864b9403,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/sample/index.html,1c325d0ace23f394349bdd189e7c6b2b7be07bf2,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/server/app.js,08fa57a0504e7579371ee857f7ac3bcb2822e655,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/server/data/cert.pem,7a5b0dfb4e87a8053df96c401b977c9c5b16e93a,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/server/device.js,565bae49e88d86199b183170aeb012a63ab2d7c0,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/server/favicon.ico,8229b8d38de19ba8f75f5648110b1d6beac06213,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/server/localTimestamp.js,cf0168cdb5b4e93b5cf5843adc9cccaa58060a33,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/server/onlineTime.js,d8db109123cb71420b610dd7027092d3c86c2baf,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/server/pause.js,61cca73511eb0669ad25f7ddcfe07dd6234b0b93,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/server/redirect.js,5930e5c628384f58e1a44fb521aadbbf3556fe70,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/server/routes.js,66c55e56748dc8b72f2b891bf16d52e8f29d2826,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/server/security.js,6b1550450ba085086bac25939cd9af96e8f96bdc,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/server/settings.js,b24807f8d86e1d7eaf826898d385986be14ab954,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/server/ssl.js,7e943d5c0759f7a0ab62ac94c76fddb36c93990e,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/server/userProfile.js,0eba532c44d4fa3725bd37e4dd3548b888dfc94d,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/server/utils/404.js,c9d99e4ae585de55396201f9b26aff01e301e570,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/_bootstrap/_configs/httpInterceptor.js,f38672c5f41c78112f4cd9f73c64b9127983f5ec,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/_bootstrap/_configs/idleConfig.js,f2e9cccb0bec14d62cc2dc3c0216b0942a11311c,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/_bootstrap/_configs/locationConfig.js,91d3910d5f2f0854a70585ca5b4d854e49abb3b1,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/_bootstrap/_configs/routeConfig.js,201c1ccc664b59ba938a17f890a38da9c1a31b63,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/_bootstrap/_configs/timestamp.js,e8571e1b9f269122f57673882075bcf0522bb6f2,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/_bootstrap/_configs/translationConfig.js,4de1ad1424ff91a84a8037373361da8c80910c5c,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/_bootstrap/_constants/blockerCategory.js,d47c15d86e9ab03ab04d43bacf373f304241be7e,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/_bootstrap/_constants/blockerType.js,ba8be79a64c1eb012f8573aa2a280b26e643f1c3,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/_bootstrap/_constants/statesEnum.js,aa73fe365b76abb525404ed39a249d72c382ab82,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/_bootstrap/_runs/stateTransitionHooks.js,a005915a1931535525a0552b5305394175e8d41a,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/common/idle.dialog.controller.js,c16a33fcc63b87b2404dfa436642d390851bcea9,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/common/idle.dialog.html,eb1f210d9f1dc2f19f5dd5606f9a66ae128faf52,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/activation/activation.component.html,deb036e82dc235a8017d4d545381f9e0b80a5075,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/activation/activation.component.js,6d9af294675ab76686f61a99b5ff72c9b11a80bf,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/activation/activation.component.spec.js,0a47f4966eea2b111d657f7762111a5b62405b6c,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/activation/auto-enable-new-devices-tab.component.html,64853a7758d2510278455ff092b578b830483c03,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/activation/device-tab.component.html,384348e41442398b144b655d559fe932528402c6,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/activation/finish/activation-finish.component.html,2b27118a406131e75efd57fc68c2ab55dd229c7f,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/activation/finish/activation-finish.component.js,c8370e01e9b1d260b7f8bd643a3f43231c2c2009,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/activation/finish/activation-finish.component.spec.js,73d8a995a93b736ca0be2b38535a103b9b2079a7,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/activation/license-tab.component.html,9290d4ec5d15c6392c8b35c1185c3de6272ea210,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/activation/print-license.template.html,6eb537c2c07080f11d724b2901c4715a3494f517,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/activation/time-lang-tab.component.html,cce7c956ace7da34d69b79fa72d027e409d5a5cb,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/activation/tos-tab.component.html,a5110a3c0ec6346ed6b6e5c7cdb6f9b96f6b3fc0,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/activation/welcome-tab.component.html,b95a2bbcdfcd1b4c08bbb8a87cc006a9c59ad439,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/authentication/auth.component.js,dae919782869f24029f88add454ac9c2efa06ac9,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/authentication/auth.component.spec.js,08a7fc1b98377820c5952cef376dc48a8a500fcb,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/authentication/expired/expired.component.html,67927f52bd02174b23c616de6cfaf7f19e4ba449,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/authentication/expired/expired.component.js,a47ad7128ff48beaefd1e15351df49083c65ff67,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/authentication/expired/expired.component.spec.js,e03fd9190b6cb401a24eb350cc4c21dad72acffc,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/authentication/login/login.component.html,d0f81fa494762d4e86055ad7c943ec4ffea877dc,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/authentication/login/login.component.js,a0310dfa5e90c9202e35547611edc3f9d9d0a35a,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/authentication/login/login.component.spec.js,6d33a60fa36c4c17455c078a5619ccc2525eef6b,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/authentication/logout/logout.component.js,9d0bb3ab7e4dceda4472233f78be0ae578797907,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/authentication/resetPassword/reset-password.component.html,6033c6a4b290d433d5ef1e78d2387f1f9f541c02,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/authentication/resetPassword/reset-password.component.js,17a79d0fa0822de20501dabffec72cd6c08e49fe,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/authentication/resetPassword/reset-password.component.spec.js,744fa073e6852eec2752ecaf1a1232d31ed00d44,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/devices/devices.component.html,fb96515c03cebace8bbd88848f582826f37654e2,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/settings/app/components/devices/devices.component.js,3e6926f2febd8c57d33c44f77fb45875b2dae359,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
